id,description,rating
INTE2626,"In today's highly connected digital world, most digital assets are accessible remotely in real time from anywhere. This increased connectivity has made cybersecurity more critical than ever. To ensure cybersecurity, it is essential to detect and respond to cyber threats promptly. Cyber attack analysis is a process that helps us understand and investigate cyberattacks, including their origins, methods, and potential impacts. It involves examining the data and evidence left behind by a cyber attack to determine how it occurred, which vulnerabilities were exploited, and the extent of the damage. Incident response (IR) is the organized approach an organization takes when dealing with a data breach or cyberattack. Its aim is to swiftly identify an attack, minimize its impact, contain any damage, and fix the root cause to prevent future incidents. In this course, you will gain a comprehensive understanding of cyber threats and explore various types of attacks, such as malware, phishing, and advanced persistent threats. You'll also learn about the motives driving cyberattacks and how to spot early signs of a potential breach. Additionally, we'll cover the latest tools and techniques used in incident response, providing you with the skills to reduce damage and safeguard critical assets. Overall, mastering these strategies will enable you to effectively counter threats and protect organizations from potentially devastating cyberattacks.",2.90625
COSC2673,"Machine Learning involves automatically identifying patterns in data to suggest future predictions about a task: e.g., predicting future house prices from historical data and trends. The explosion of data in different fields, such as health and finance, and in sources such as social media, has made Machine Learning an increasingly core Computer Science competency, with many companies investing in data analytics and the world’s major IT companies (such as Google, Facebook, and others) establishing Machine Learning labs. This course will introduce the basic Machine Learning concepts, covering supervised and unsupervised techniques, evaluation, as well as specific approaches such as deep neural networks. Students will learn how to apply such techniques to a range of problems, using open source Machine Learning toolkits, and learn how to analyse outputs from the applications. Students will perform assignments that involve a variety of real world datasets from a variety of domains.",2.79545454545455
BIOL2526,"Computational Biology is an arm of Bioinformatics. It is the computational use of biological information to solve problems. This course will deliver examples in this rapidly evolving field including descriptions of biological databases and relevant tools available to retrieve and analyse the information within these. You will learn how to utilise this data and relate it to protein structure/function and computational drug discovery. This course will enable you to get a taste of the current computational biology techniques used in academia and industry. The skills developed will aid those exploring future careers in multi-disciplinary science, particularly Bioinformatics, Biotechnology, and Drug Discovery.",2.47727272727273
COSC2382,"This course is a hands-on, career-oriented training with an emphasis on practical experience to help you develop knowledge and skills for a possible career in IT networking. It is also very useful to complement cyber security courses. This course covers security related knowledge and skills that are found mainly in the CCNA certification 200-301. Some of the more complex topics in our RMIT course covers work found in the CCNP security certifications 350-701 and 350-730",2.4375
COSC2101,"Software Engineering is more than the programming phase of an application arena. Phases of the software engineering life cycle include specialised processes and tools to ensure that real-world projects, both large and small, are delivered in a quality manner under financial constraints using processes and tools. Invariably, the software end-product is produced by a team of software engineers, stakeholders and ancillary personnel. This course aims to develop your knowledge of the processes and associated tools required to service the software development life cycle. This course includes a Work Integrated Learning experience in which your knowledge and skills will be applied and assessed in a simulated workplace context and where feedback from industry representatives will be provided. The type of WIL activities involved include a substantial team project to develop a practical software product, using modern Software Engineering processes and reflective practice, and standard industry tools for code management, testing, and continuous integration and deployment (Assessment Task 1). The team project has been evaluated by the chair of the Computer Science Industry Advisory Committee and feedback provided to ensure it reflects industry best practice. Project mentors and lab/tutors are drawn from industry and support learning and provide feedback on modern Software Engineering practice; these practitioners will also act as client representatives and will mark the project in conjunction with academic staff.",2.85
MATH2203,"The first part of this course provides an overview of linear models, including simple linear regression, multiple linear regression, logistic regression and model building based on these techniques. The second part provides an introduction to the concepts and various techniques of experimental design, using analysis of variance and related techniques.",2.83333333333333
COSC2814,"Software for robots face unique challenges, especially semi or fully automated robotic systems. This software must handle the limited computation power of robots along with the uncertainty and noise produced by their sensors and actuators. Robotic software must integrate across algorithms at multiple levels of abstraction, from the low-level information of the sensor’s, to high-level reasoning. This course focuses on the design and development of the software modules and architectures for autonomous robotic systems, including reactive actuator control, localisation, mapping, vision and audio processing, and task planning. You will complete practical work both in simulation and on real-world robot platforms. This course is taught in parallel with COSC2781 (PG)",3.0
ISYS1051,"This course focuses on designing innovative solutions using digital technologies, to enhance the ability of businesses organisations to achieve strategic goals. The course will explore the evolving digital market and your opportunities, as a business analyst, in this space discussed. Critical problem-solving skills will be developed within the context of real business situations through the application of a combination of system thinking, process modelling, business analysis and creative design techniques. A range of business enterprises will be systematically investigated during the semester within the framework of individual and group tutorial exercises. This course includes a Work Integrated Learning (WIL) experience in which your knowledge and skills will be applied and assessed in a real or simulated workplace context and where feedback from industry is integral to your experience.",2.075
COSC3100,"This course teaches you the fundamentals of the Swift programming language. Swift is a powerful and intuitive programming language for all Apple platforms. It is easy to get started using Swift as Swift was designed to be anyone’s first programming language. So, learning Swift can open doors to the world of coding. That is also why you do not need to have a programming background to do this course. You will be introduced to Swift gradually in class and through engaging with many online resources. While Swift is used for building the logic and functionality of your applications, you will also learn SwiftUI, which is a framework for building user interfaces. So, as you gradually gain confidence to program using SwiftUI and Swift, you will spend time in class applying your knowledge to build and realise the UI/UX and functionality of the iOS app you designed in the previous course, ‘UI & UX for Apple Platform’. This course includes a work integrated learning experience in which your knowledge and skills will be applied and assessed in a real or simulated workplace context and where feedback from industry and/ or community is integral to your experience. You will undertake an industry engaged project in a studio-based workshop environment. You will be assessed by RMIT staff.",2.28125
COSC2674,"The Programming Internet of Things (PIoT) course will teach you how to program with current and leading IoT technologies for building IoT solutions for Smart Homes, Smart Campus etc., using IoT sensor and devices. What will you learn: Gain an understanding of using Raspberry Pi and appropriate programming frameworks as the base to build all the projects, Learn the fundamentals of IoT and then build a standard framework for developing applications, Learn to capture data using sensors, and the basics of analysis and visualisation, Gain an understanding of other concepts around IoT such as security. The course will be hands-on with students expected to work in groups to build complex and fun smart applications. This course requires the student to have their own laptop and Raspberry Pi kit.",2.75
COSC2818,"The role of a Data Scientist is an increasingly ubiquitous job role in many organisations of varying size. As well as a variety of technical skills, the practicing Data Scientist also requires knowledge and awareness of key ethical, privacy and governance considerations for managing data, and data security and related techniques for implementing such. Moreover, a Data Scientist in an organisation must be an effective communicator both with other business units and with management, displaying an ability to both understand business needs and to communicate analyses effectively to inform decision making. This course will: introduce concepts related to legal, ethical, privacy, governance issues for data collections; describe techniques for effectively managing such issues; provide you with techniques for effective communication and other considerations required of the Data Scientist in a professional organisation.",2.20454545454545
BUSM4054,"A new form of entrepreneurship is evolving. Instead of focusing on one country, today’s innovative start-ups are looking globally for ideas, funding, people and markets. This course is designed to introduce you to the theory and tools of taking an entrepreneurial business internationally or globally in both established and emerging markets.",2.725
COSC2527,"This course is an advanced seminar-style course involving a substantial practical component, developing a Computer Game incorporating Artificial Intelligence Techniques. You will be guided through readings and subject content each week by the course leader(s). You are required to have a laptop capable of running the latest “LTS” version of Unity. Topics include both theoretical topics in selected artificial intelligence techniques pertinent to game implementation, as well as practical tools for implementing those techniques. You will use such tools and techniques to build a specified interactive game over the course of the semester, incorporating intelligent behaviours into the game. This course involves a significant level of self-learning (C#, Unity, game design, etc.) and hence it suited to more advanced students If you are enrolled in this course as a component of your Bachelor Honours Program, your overall mark will contribute to the calculation of the Weighted Average Mark (WAM). See the WAM information web page for more information.",2.75
COSC2675,"Rapid application development provides a range of enabling skills for independent development of complete and industry standard software applications. These skills will equip students to be ready for commercial development and to meet the demand of clients of various sizes, especially startups. A range of application development, especially web application development frameworks, that are popular in industry, will be introduced in this course. The focus will be on building applications based on the most widely used framework, Ruby on Rails, which is behind Airbnb, Yammer, Github and many other famous brands. In addition students will learn model-view-controller (MVC) paradigm through this course. Students will also learn industry level development methodologies as well as software engineering patterns. Students will practise rapid application development assignments and projects that involve a variety of real world scenarios.",2.60416666666667
ISYS2056,"Information systems have become pervasive and now underpin everything a business does. This course provides insights into how Information systems and related information technologies are driving innovation, new business models, hyper-competition and digital business transformation. Drawing on case studies, the following concepts will be examined: • business value of information systems, • data and information management, • business analytics and decision-making, and • managing security, privacy and ethical Issues in Information Systems. You will be equipped with sought-after business and technical skills that play an important role in assisting organisations to make the most out of modern information and communication technologies.",1.95
INTE2401,"Cloud security is an evolving sub-domain of computer security, network security, and, more broadly, information security. It refers to a broad set of technologies deployed to protect data, applications, and the associated infrastructure of cloud computing. This course provides a practical survey of both the principles and practice of cloud security. The emphasis of this course is on the underlying principles and techniques of cloud security with examples of how they are applied in practice. Please note that if you take this course for a bachelor honours program, your overall mark in this course will be one of the course marks that will be used to calculate the weighted average mark (WAM) that will determine your award level. This applies to students who commence enrolment in a bachelor honours program from 1 January 2016 onwards. See the WAM information web page for more information.",2.79545454545455
BUSM2709,"This course is designed to familiarise you with the core concepts of business strategy and innovation, as well as the essential principles, tools, and frameworks of strategic management and innovation models that play a pivotal role in guiding effective strategists within leading organisations. The course places particular emphasis on providing a comprehensive understanding of how businesses innovate and strategically formulate and execute their plans to secure sustainable competitive advantages within ever-evolving market landscapes. The course will equip you with the essential skills and knowledge to analyse, develop, and enhance innovative strategic business models for organisations.",2.7
COSC2301,"Cybercrime universally causes harm to individuals, SMEs, primes, critical infrastructure systems, and governments. As we live in the Internet era, devices connected to the Internet can be exposed to cyber threats. Cyber assurance is vital for business continuity, and security of our business processes, supply chain systems, and data systems. The role of computer and internet forensics in cybersecurity is to identify, preserve, analyse, and present digital evidence in a manner that is legally admissible. It helps in detecting and responding to cyber threats and attacks by uncovering the methods and extent of breaches, thereby aiding in the prosecution of cybercriminals. Additionally, computer and internet forensics provides critical insights that inform the development of stronger security measures, contributing to the overall protection of digital assets and systems. This course is designed to provide a comprehensive introduction to the field of digital forensics, focusing on the investigation and analysis of digital devices and internet-based activities. If you are enrolled in this course as a component of your Bachelor Honours Program, your overall mark will contribute to the calculation of the Weighted Average Mark (WAM). See the WAM information web page for more information.",2.91666666666667
COSC2815,"​This is an advanced programming course, designed specifically for students who are interested in the field of Data Science. Advanced programming concepts and techniques for the purposes of data processing (e.g., data parsing, cleansing, integration, etc.) will be taught, enabling more complex data pre-processing and getting data ready for down-stream analysis. These include, for example, the handling of data stored in different formats (e.g., CSV, JSON, XML,), the handling of bad and missing data, and the integration of data from different sources. The course will also introduce both fundamental and the state-of-the-art advanced techniques for text pre-processing, to convert raw natural language text data to feature representations that can be directly used in downstream analysis. The course will also explore a simple web app development framework, which enables students to deploy their developed data driven applications online. A Python environment will be used for implementation throughout the course.​​",2.25
ISYS3446,"Business analytics have been increasing used in organisations to inform responsive, evidence based decision-making for improving business performance. Modern organisations that fully leverage business analytics are able to reveal business value from the data and gain competitive advantages over rivals. This course introduces the concepts, fundamentals and tools of business analytics. You will learn to critically examine how business data can be used to drive decision making and actions through the application of business analytics techniques and tools required for descriptive analytics, predictive analytics, and prescriptive analytics. You will also evaluate and apply techniques and tools required for business analytics to inform decision-making within organisations.",2.75
ISYS1085,"Software Testing is an essential component of any organisation’s ability to build software quality. Software Testers are, in general, not programmers. This course presents the Foundational software testing goals as laid out by the International Software Testing Qualifications Board (ISTQB) and approaches to testing software through all phases of the Software Testing Lifecycle. The course material includes – software testing standards and metrics, types of testing (black-box and white-box), test planning, analysis, test case generation, estimating test resources, test scheduling, test execution, assessing and managing risk, test prioritisation, automation strategy, defect management, test execution. Software quality assurance activities will be discussed as part of a dynamic process that is flexible and constantly tuned to the changing needs of a project. If you are enrolled in this course as a component of your Bachelor Honours Program, your overall mark will contribute to the calculation of the Weighted Average Mark (WAM). See the WAM information web page for more information.",2.875
COSC1110,"This course aims to provide a broad introduction to the fundamentals of data communication and network technology. The emphasis is on data communication from the perspective of computer scientists and information technologists. The course covers the underlying mechanisms and their characteristics that need to be considered by communicating application software. Topics include: principles and reference models of data communication, basic operation of communication systems, protocols, error handling and applications in networked environments.",2.71875
COSC2383,"This course is a hands-on, career-oriented training with an emphasis on practical experience to help you develop knowledge and skills for a possible career in IT networking. It is also useful to complement cyber security courses. This course covers knowledge and skills that are found mainly in the CCNA certification 200-301. Some of the more complex topics in our RMIT course covers work found in the CCNP certifications 350-401 and 350-410 The course focuses on the selection and implementation of the appropriate Cisco IOS services to build reliable scalable and secure multilayer-switched LANs with WAN links to other LANs and to the internet. You will develop existing skills and learn new knowledge and skills with SPAN, routing and switching using a mix of routers and MultiLayer Switches, NAT including static PAT, DHCP for ipv4 and for ipv6, dot1x, NTP, STP optimization and Etherchannel, HSRP, VRRP and GLBP, OSPF, EIGRP, DHCP snooping, Wireless including WLCs, QoS, BGP. If time allows, there may also be work on one or more other topics. Examples : ARP, Netflow, Congestion and Queuing, IP SLA, MPLS",2.66666666666667
